0,n,n,n,n
5,n,n,n,n
10,n,n,n,n
15,n,n,n,n
20,n,n,n,n
25,n,n,n,n
30,n,n,n,n
35,22.88,n,n,n
40,22.88,n,n,n
45,22.87,n,n,n
50,22.86,n,n,n
55,22.85,n,n,n
60,22.84,n,n,n
65,22.83,n,n,n
70,22.82,n,n,n
75,22.81,n,n,n
80,22.8,n,n,n
85,22.79,n,n,n
90,22.79,n,n,n
95,22.77,n,n,n
100,22.77,n,n,n
105,22.75,n,n,n
110,22.74,n,n,n
115,22.73,n,n,n
120,22.72,n,n,n
125,22.71,n,n,n
130,22.69,n,n,n
135,22.68,n,n,n
140,22.66,n,n,n
145,22.66,n,n,n
150,22.64,n,n,n
155,22.63,n,n,n
160,22.62,n,n,n
165,22.6,n,n,n
170,22.59,n,n,n
175,22.57,n,n,n
180,22.56,n,n,n
185,22.55,n,n,n
190,22.53,n,n,n
195,22.51,n,n,n
200,22.51,n,n,n
205,22.49,n,n,n
210,22.47,n,n,n
215,22.47,n,n,n
220,22.46,n,n,n
225,22.45,n,n,n
230,22.43,n,n,n
235,22.42,n,n,n
240,22.41,n,n,n
245,22.4,n,n,n
250,22.39,n,n,n
255,22.38,n,n,n
260,22.37,n,n,n
265,22.36,n,n,n
270,22.36,n,n,n
275,22.34,n,n,n
280,22.33,n,n,n
285,22.33,n,n,n
290,22.32,n,n,n
295,22.32,n,n,n
300,22.31,n,n,n
305,22.31,n,n,n
310,22.3,n,n,n
315,22.29,n,n,n
320,22.29,n,n,n
325,22.28,n,n,n
330,22.28,n,n,n
335,22.27,n,n,n
340,22.26,n,n,n
345,22.25,n,n,n
350,22.25,n,n,n
355,22.24,n,n,n
360,22.23,n,n,n
365,22.22,n,n,n
370,22.21,n,n,n
375,22.21,n,n,n
380,22.2,n,n,n
385,22.19,n,n,n
390,22.18,n,n,n
395,22.18,n,n,n
400,22.17,n,n,n
405,22.16,n,n,n
410,22.15,n,n,n
415,22.15,n,n,n
420,22.14,n,n,n
425,22.13,n,n,n
430,22.12,n,n,n
435,22.12,n,n,n
440,22.11,n,n,n
445,22.11,n,n,n
450,22.11,n,n,n
455,22.11,n,n,n
460,22.11,n,n,n
465,22.11,n,n,n
470,22.11,n,n,n
475,22.11,n,n,n
480,22.12,n,n,n
485,22.12,n,n,n
490,22.12,n,n,n
495,22.12,n,n,n
500,22.13,n,n,n
505,22.13,n,n,n
510,22.14,n,n,n
515,22.14,n,n,n
520,22.15,n,n,n
525,22.15,n,n,n
530,22.16,n,n,n
535,22.16,n,n,n
540,22.17,n,n,n
545,22.17,n,n,n
550,22.17,n,n,n
555,22.17,n,n,n
560,22.18,n,n,n
565,22.2,n,n,n
570,22.2,n,n,n
575,22.21,n,n,n
580,22.22,n,n,n
585,22.22,n,n,n
590,22.23,n,n,n
595,22.25,n,n,n
600,22.25,n,n,n
605,22.26,n,n,n
610,22.26,n,n,n
615,22.26,n,n,n
620,22.27,n,n,n
625,22.29,n,n,n
630,22.29,n,n,n
635,22.31,n,n,n
640,22.31,n,n,n
645,22.32,n,n,n
650,22.33,n,n,n
655,22.34,n,n,n
660,22.35,n,n,n
665,22.36,n,n,n
670,22.37,n,n,n
675,22.37,n,n,n
680,22.38,n,n,n
685,22.39,n,n,n
690,22.39,n,n,n
695,22.4,n,n,n
700,22.4,n,n,n
705,22.42,n,n,n
710,22.42,n,n,n
715,22.42,n,n,n
720,22.43,n,n,n
725,22.43,n,n,n
730,22.44,n,n,n
735,22.45,n,n,n
740,22.45,n,n,n
745,22.46,n,n,n
750,22.46,n,n,n
755,22.47,n,n,n
760,22.47,n,n,n
765,22.47,n,n,n
770,22.48,n,n,n
775,22.48,n,n,n
780,22.49,n,n,n
785,22.5,n,n,n
790,22.51,n,n,n
795,22.51,n,n,n
800,22.52,n,n,n
805,22.52,n,n,n
810,22.53,n,n,n
815,22.54,n,n,n
820,22.55,n,n,n
825,22.56,n,n,n
830,22.57,n,n,n
835,22.58,n,n,n
840,22.59,n,n,n
845,22.61,n,n,n
850,22.62,n,n,n
855,22.66,n,n,n
860,22.69,n,n,n
865,22.73,n,n,n
870,22.77,n,n,n
875,22.82,n,n,n
880,22.85,n,n,n
885,22.89,n,n,n
890,22.94,n,n,n
895,22.98,n,n,n
900,23.04,n,n,n
905,23.09,n,n,n
910,23.13,n,n,n
915,23.17,n,n,n
920,23.25,n,n,n
925,23.29,n,n,n
930,23.35,n,n,n
935,23.43,n,n,n
940,23.5,n,n,n
945,23.55,n,n,n
950,23.63,n,n,n
955,23.7,n,n,n
960,23.75,n,n,n
965,23.83,n,n,n
970,23.91,n,n,n
975,23.99,n,n,n
980,24.03,n,n,n
985,24.09,n,n,n
990,24.15,n,n,n
995,24.26,n,n,n
1000,24.31,n,n,n
1005,24.36,n,n,n
1010,24.43,n,n,n
1015,24.49,n,n,n
1020,24.52,n,n,n
1025,24.6,n,n,n
1030,24.67,n,n,n
1035,24.72,n,n,n
1040,24.76,n,n,n
1045,24.8,n,n,n
1050,24.82,n,n,n
1055,24.86,n,n,n
1060,24.87,n,n,n
1065,24.88,n,n,n
1070,24.89,n,n,n
1075,24.89,n,n,n
1080,24.9,n,n,n
1085,24.92,n,n,n
1090,24.93,n,n,n
1095,24.92,n,n,n
1100,24.9,n,n,n
1105,24.87,n,n,n
1110,24.87,n,n,n
1115,24.86,n,n,n
1120,24.86,n,n,n
1125,24.83,n,n,n
1130,24.81,n,n,n
1135,24.77,n,n,n
1140,24.72,n,n,n
1145,24.67,n,n,n
1150,24.61,n,n,n
1155,24.61,n,n,n
1160,24.54,n,n,n
1165,24.47,n,n,n
1170,24.43,n,n,n
1175,24.38,n,n,n
1180,24.33,n,n,n
1185,24.28,n,n,n
1190,24.25,n,n,n
1195,24.19,n,n,n
1200,24.17,n,n,n
1205,24.13,n,n,n
1210,24.08,n,n,n
1215,24.03,n,n,n
1220,23.98,n,n,n
1225,23.98,n,n,n
1230,23.88,n,n,n
1235,23.86,n,n,n
1240,23.82,n,n,n
1245,23.78,n,n,n
1250,23.7,n,n,n
1255,23.7,n,n,n
1260,23.65,n,n,n
1265,23.61,n,n,n
1270,23.59,n,n,n
1275,23.55,n,n,n
1280,23.52,n,n,n
1285,23.5,n,n,n
1290,23.47,n,n,n
1295,23.43,n,n,n
1300,23.41,n,n,n
1305,23.38,n,n,n
1310,23.35,n,n,n
1315,23.31,n,n,n
1320,23.28,n,n,n
1325,23.24,n,n,n
1330,23.24,n,n,n
1335,23.19,n,n,n
1340,23.16,n,n,n
1345,23.13,n,n,n
1350,23.09,n,n,n
1355,23.08,n,n,n
1360,23.04,n,n,n
1365,23.02,n,n,n
1370,23.0,n,n,n
1375,22.98,n,n,n
1380,22.96,n,n,n
1385,22.93,n,n,n
1390,22.91,n,n,n
1395,22.89,n,n,n
1400,22.85,n,n,n
1405,22.83,n,n,n
1410,n,n,n,n
1415,n,n,n,n
1420,n,n,n,n
1425,n,n,n,n
1430,n,n,n,n
1435,n,n,n,n
