0,n,16.0,0.5,0.5
5,16.94,16.0,0.5,0.5
10,16.94,16.0,0.5,0.5
15,16.93,16.0,0.5,0.5
20,16.93,16.0,0.5,0.5
25,16.93,16.0,0.5,0.5
30,16.92,16.0,0.5,0.5
35,16.92,16.0,0.5,0.5
40,16.92,16.0,0.5,0.5
45,16.92,16.0,0.5,0.5
50,16.91,16.0,0.5,0.5
55,16.91,16.0,0.5,0.5
60,16.9,16.0,0.5,0.5
65,16.9,16.0,0.5,0.5
70,16.9,16.0,0.5,0.5
75,16.9,16.0,0.5,0.5
80,16.89,16.0,0.5,0.5
85,16.89,16.0,0.5,0.5
90,16.88,16.0,0.5,0.5
95,16.88,16.0,0.5,0.5
100,16.87,16.0,0.5,0.5
105,16.86,16.0,0.5,0.5
110,16.85,16.0,0.5,0.5
115,16.85,16.0,0.5,0.5
120,16.84,16.0,0.5,0.5
125,16.83,16.0,0.5,0.5
130,16.83,16.0,0.5,0.5
135,16.82,16.0,0.5,0.5
140,16.81,16.0,0.5,0.5
145,16.8,16.0,0.5,0.5
150,16.79,16.0,0.5,0.5
155,16.78,16.0,0.5,0.5
160,16.77,16.0,0.5,0.5
165,16.76,16.0,0.5,0.5
170,16.75,16.0,0.5,0.5
175,16.74,16.0,0.5,0.5
180,16.72,16.0,0.5,0.5
185,16.71,16.0,0.5,0.5
190,16.7,16.0,0.5,0.5
195,16.68,16.0,0.5,0.5
200,16.67,16.0,0.5,0.5
205,16.66,16.0,0.5,0.5
210,16.65,16.0,0.5,0.5
215,16.64,16.0,0.5,0.5
220,16.62,16.0,0.5,0.5
225,16.61,16.0,0.5,0.5
230,16.6,16.0,0.5,0.5
235,16.58,16.0,0.5,0.5
240,16.58,16.0,0.5,0.5
245,16.56,16.0,0.5,0.5
250,16.55,16.0,0.5,0.5
255,16.55,16.0,0.5,0.5
260,16.54,16.0,0.5,0.5
265,16.53,16.0,0.5,0.5
270,16.52,16.0,0.5,0.5
275,16.51,16.0,0.5,0.5
280,16.49,16.0,0.5,0.5
285,16.49,16.0,0.5,0.5
290,16.47,16.0,0.5,0.5
295,16.47,16.0,0.5,0.5
300,16.46,16.0,0.5,0.5
305,16.45,16.0,0.5,0.5
310,16.44,16.0,0.5,0.5
315,16.42,16.0,0.5,0.5
320,16.41,16.0,0.5,0.5
325,16.41,16.0,0.5,0.5
330,16.4,16.0,0.5,0.5
335,16.39,16.0,0.5,0.5
340,16.38,16.0,0.5,0.5
345,16.37,16.0,0.5,0.5
350,16.36,16.0,0.5,0.5
355,16.35,16.0,0.5,0.5
360,16.34,16.0,0.5,0.5
365,16.33,16.0,0.5,0.5
370,16.32,16.0,0.5,0.5
375,16.31,16.0,0.5,0.5
380,16.3,16.0,0.5,0.5
385,16.29,16.0,0.5,0.5
390,16.29,16.0,0.5,0.5
395,16.28,16.0,0.5,0.5
400,16.27,16.0,0.5,0.5
405,16.26,16.0,0.5,0.5
410,16.25,16.0,0.5,0.5
415,16.25,16.0,0.5,0.5
420,16.23,16.0,0.5,0.5
425,16.23,16.0,0.5,0.5
430,16.22,16.0,0.5,0.5
435,16.22,16.0,0.5,0.5
440,16.21,16.0,0.5,0.5
445,16.21,16.0,0.5,0.5
450,16.2,16.0,0.5,0.5
455,16.2,16.0,0.5,0.5
460,16.19,16.0,0.5,0.5
465,16.19,16.0,0.5,0.5
470,16.18,16.0,0.5,0.5
475,16.17,16.0,0.5,0.5
480,16.17,16.0,0.5,0.5
485,16.16,16.0,0.5,0.5
490,16.15,16.0,0.5,0.5
495,16.15,16.0,0.5,0.5
500,16.14,16.0,0.5,0.5
505,16.14,16.0,0.5,0.5
510,16.13,16.0,0.5,0.5
515,16.13,16.0,0.5,0.5
520,16.12,16.0,0.5,0.5
525,16.12,16.0,0.5,0.5
530,16.11,16.0,0.5,0.5
535,16.11,16.0,0.5,0.5
540,16.11,16.0,0.5,0.5
545,16.12,16.0,0.5,0.5
550,16.14,16.0,0.5,0.5
555,16.15,16.0,0.5,0.5
560,16.19,16.0,0.5,0.5
565,16.22,16.0,0.5,0.5
570,16.24,16.0,0.5,0.5
575,16.27,16.0,0.5,0.5
580,16.29,16.0,0.5,0.5
585,16.33,16.0,0.5,0.5
590,16.36,16.0,0.5,0.5
595,16.42,16.0,0.5,0.5
600,16.46,16.0,0.5,0.5
605,16.52,16.0,0.5,0.5
610,16.6,16.0,0.5,0.5
615,16.65,16.0,0.5,0.5
620,16.71,16.0,0.5,0.5
625,16.75,16.0,0.5,0.5
630,16.84,16.0,0.5,0.5
635,16.92,16.0,0.5,0.5
640,16.98,16.0,0.5,0.5
645,17.06,16.0,0.5,0.5
650,17.13,16.0,0.5,0.5
655,17.21,16.0,0.5,0.5
660,17.28,16.0,0.5,0.5
665,17.37,16.0,0.5,0.5
670,17.42,16.0,0.5,0.5
675,17.51,16.0,0.5,0.5
680,17.6,16.0,0.5,0.5
685,17.64,16.0,0.5,0.5
690,17.7,16.0,0.5,0.5
695,17.76,16.0,0.5,0.5
700,17.81,16.0,0.5,0.5
705,17.86,16.0,0.5,0.5
710,17.91,16.0,0.5,0.5
715,17.93,16.0,0.5,0.5
720,17.97,16.0,0.5,0.5
725,18.02,16.0,0.5,0.5
730,18.05,16.0,0.5,0.5
735,18.07,16.0,0.5,0.5
740,18.11,16.0,0.5,0.5
745,18.12,16.0,0.5,0.5
750,18.17,16.0,0.5,0.5
755,18.18,16.0,0.5,0.5
760,18.22,16.0,0.5,0.5
765,18.24,16.0,0.5,0.5
770,18.28,16.0,0.5,0.5
775,18.31,16.0,0.5,0.5
780,18.34,16.0,0.5,0.5
785,18.38,16.0,0.5,0.5
790,18.41,16.0,0.5,0.5
795,18.44,16.0,0.5,0.5
800,18.47,16.0,0.5,0.5
805,18.49,16.0,0.5,0.5
810,18.51,16.0,0.5,0.5
815,18.53,16.0,0.5,0.5
820,18.56,16.0,0.5,0.5
825,18.57,16.0,0.5,0.5
830,18.59,16.0,0.5,0.5
835,18.58,16.0,0.5,0.5
840,18.57,16.0,0.5,0.5
845,18.56,16.0,0.5,0.5
850,18.54,16.0,0.5,0.5
855,18.53,16.0,0.5,0.5
860,18.52,16.0,0.5,0.5
865,18.52,16.0,0.5,0.5
870,18.51,16.0,0.5,0.5
875,18.5,16.0,0.5,0.5
880,18.48,16.0,0.5,0.5
885,18.48,16.0,0.5,0.5
890,18.45,16.0,0.5,0.5
895,18.43,16.0,0.5,0.5
900,18.38,16.0,0.5,0.5
905,18.35,16.0,0.5,0.5
910,18.31,16.0,0.5,0.5
915,18.29,16.0,0.5,0.5
920,18.23,16.0,0.5,0.5
925,18.18,16.0,0.5,0.5
930,18.14,16.0,0.5,0.5
935,18.12,16.0,0.5,0.5
940,18.08,16.0,0.5,0.5
945,18.05,16.0,0.5,0.5
950,18.01,16.0,0.5,0.5
955,17.99,16.0,0.5,0.5
960,17.95,16.0,0.5,0.5
965,17.92,16.0,0.5,0.5
970,17.89,16.0,0.5,0.5
975,17.86,16.0,0.5,0.5
980,17.84,16.0,0.5,0.5
985,17.8,16.0,0.5,0.5
990,17.76,16.0,0.5,0.5
995,17.74,16.0,0.5,0.5
1000,17.71,16.0,0.5,0.5
1005,17.68,16.0,0.5,0.5
1010,17.65,16.0,0.5,0.5
1015,17.63,16.0,0.5,0.5
1020,17.6,16.0,0.5,0.5
1025,17.58,16.0,0.5,0.5
1030,17.56,16.0,0.5,0.5
1035,17.53,16.0,0.5,0.5
1040,17.52,16.0,0.5,0.5
1045,17.5,16.0,0.5,0.5
