0,n,n,n,n
5,n,n,n,n
10,n,n,n,n
15,n,n,n,n
20,19.57,n,n,n
25,19.54,n,n,n
30,19.51,n,n,n
35,19.48,n,n,n
40,19.44,n,n,n
45,19.41,n,n,n
50,19.38,n,n,n
55,19.36,n,n,n
60,19.32,n,n,n
65,19.31,n,n,n
70,19.28,n,n,n
75,19.26,n,n,n
80,19.23,n,n,n
85,19.2,n,n,n
90,19.17,n,n,n
95,19.15,n,n,n
100,19.11,n,n,n
105,19.11,n,n,n
110,19.08,n,n,n
115,19.06,n,n,n
120,19.03,n,n,n
125,19.02,n,n,n
130,19.0,n,n,n
135,18.99,n,n,n
140,18.97,n,n,n
145,18.95,n,n,n
150,18.93,n,n,n
155,18.92,n,n,n
160,18.91,n,n,n
165,18.89,n,n,n
170,18.87,n,n,n
175,18.85,n,n,n
180,18.83,n,n,n
185,18.82,n,n,n
190,18.8,n,n,n
195,18.79,n,n,n
200,18.78,n,n,n
205,18.76,n,n,n
210,18.74,n,n,n
215,18.74,n,n,n
220,18.73,n,n,n
225,18.71,n,n,n
230,18.7,n,n,n
235,18.69,n,n,n
240,18.68,n,n,n
245,18.66,n,n,n
250,18.64,n,n,n
255,18.63,n,n,n
260,18.62,n,n,n
265,18.61,n,n,n
270,18.6,n,n,n
275,18.59,n,n,n
280,18.57,n,n,n
285,18.55,n,n,n
290,18.54,n,n,n
295,18.52,n,n,n
300,18.51,n,n,n
305,18.5,n,n,n
310,18.48,n,n,n
315,18.47,n,n,n
320,18.45,n,n,n
325,18.44,n,n,n
330,18.43,n,n,n
335,18.42,n,n,n
340,18.4,n,n,n
345,18.39,n,n,n
350,18.38,n,n,n
355,18.36,n,n,n
360,18.35,n,n,n
365,18.34,n,n,n
370,18.33,n,n,n
375,18.31,n,n,n
380,18.3,n,n,n
385,18.29,n,n,n
390,18.28,n,n,n
395,18.27,n,n,n
400,18.26,n,n,n
405,18.25,n,n,n
410,18.24,n,n,n
415,18.24,n,n,n
420,18.23,n,n,n
425,18.22,n,n,n
430,18.21,n,n,n
435,18.2,n,n,n
440,18.19,n,n,n
445,18.18,n,n,n
450,18.17,n,n,n
455,18.17,n,n,n
460,18.16,n,n,n
465,18.15,n,n,n
470,18.14,n,n,n
475,18.13,n,n,n
480,18.12,n,n,n
485,18.12,n,n,n
490,18.11,n,n,n
495,18.11,n,n,n
500,18.1,n,n,n
505,18.09,n,n,n
510,18.09,n,n,n
515,18.09,n,n,n
520,18.09,n,n,n
525,18.08,n,n,n
530,18.08,n,n,n
535,18.08,n,n,n
540,18.08,n,n,n
545,18.07,n,n,n
550,18.07,n,n,n
555,18.07,n,n,n
560,18.07,n,n,n
565,18.07,n,n,n
570,18.07,n,n,n
575,18.07,n,n,n
580,18.07,n,n,n
585,18.07,n,n,n
590,18.06,n,n,n
595,18.06,n,n,n
600,18.07,n,n,n
605,18.07,n,n,n
610,18.07,n,n,n
615,18.07,n,n,n
620,18.08,n,n,n
625,18.08,n,n,n
630,18.09,n,n,n
635,18.09,n,n,n
640,18.09,n,n,n
645,18.09,n,n,n
650,18.1,n,n,n
655,18.1,n,n,n
660,18.11,n,n,n
665,18.11,n,n,n
670,18.12,n,n,n
675,18.12,n,n,n
680,18.12,n,n,n
685,18.12,n,n,n
690,18.13,n,n,n
695,18.13,n,n,n
700,18.13,n,n,n
705,18.14,n,n,n
710,18.14,n,n,n
715,18.15,n,n,n
720,18.15,n,n,n
725,18.15,n,n,n
730,18.16,n,n,n
735,18.16,n,n,n
740,18.16,n,n,n
745,18.16,n,n,n
750,18.16,n,n,n
755,18.16,n,n,n
760,18.16,n,n,n
765,18.16,n,n,n
770,18.16,n,n,n
775,18.17,n,n,n
780,18.17,n,n,n
785,18.17,n,n,n
790,18.18,n,n,n
795,18.18,n,n,n
800,18.18,n,n,n
805,18.18,n,n,n
810,18.18,n,n,n
815,18.18,n,n,n
820,18.17,n,n,n
825,18.17,n,n,n
830,18.17,n,n,n
835,18.17,n,n,n
840,18.17,n,n,n
845,18.17,n,n,n
850,18.18,n,n,n
855,18.18,n,n,n
860,18.17,n,n,n
865,18.14,n,n,n
870,18.14,n,n,n
875,18.14,n,n,n
880,18.14,n,n,n
885,18.14,n,n,n
890,n,n,n,n
895,n,n,n,n
900,n,n,n,n
905,n,n,n,n
910,n,n,n,n
915,n,n,n,n
920,n,n,n,n
925,n,n,n,n
930,n,n,n,n
935,n,n,n,n
940,n,n,n,n
945,n,n,n,n
950,n,n,n,n
955,n,n,n,n
960,n,n,n,n
965,n,n,n,n
970,n,n,n,n
975,n,n,n,n
980,n,n,n,n
985,n,n,n,n
990,n,n,n,n
995,n,n,n,n
1000,n,n,n,n
1005,n,n,n,n
1010,n,n,n,n
1015,n,n,n,n
1020,n,n,n,n
1025,n,n,n,n
1030,n,n,n,n
1035,n,n,n,n
1040,n,n,n,n
1045,n,n,n,n
1050,n,n,n,n
1055,n,n,n,n
1060,n,n,n,n
1065,n,n,n,n
1070,n,n,n,n
1075,n,n,n,n
1080,n,n,n,n
1085,n,n,n,n
1090,n,n,n,n
1095,n,n,n,n
1100,n,n,n,n
1105,n,n,n,n
1110,n,n,n,n
1115,n,n,n,n
1120,n,n,n,n
1125,n,n,n,n
1130,n,n,n,n
1135,n,n,n,n
1140,n,n,n,n
1145,n,n,n,n
1150,n,n,n,n
1155,n,n,n,n
1160,n,n,n,n
1165,n,n,n,n
1170,n,n,n,n
1175,n,n,n,n
1180,n,n,n,n
1185,n,n,n,n
1190,n,n,n,n
1195,n,n,n,n
1200,n,n,n,n
1205,n,n,n,n
1210,n,n,n,n
1215,n,n,n,n
1220,n,n,n,n
1225,n,n,n,n
1230,n,n,n,n
1235,n,n,n,n
1240,n,n,n,n
1245,n,n,n,n
1250,n,n,n,n
1255,n,n,n,n
1260,n,n,n,n
1265,n,n,n,n
1270,n,n,n,n
1275,n,n,n,n
1280,n,n,n,n
1285,n,n,n,n
1290,n,n,n,n
1295,n,n,n,n
1300,n,n,n,n
1305,n,n,n,n
1310,n,n,n,n
1315,n,n,n,n
1320,n,n,n,n
1325,n,n,n,n
1330,n,n,n,n
1335,n,n,n,n
1340,n,n,n,n
1345,n,n,n,n
1350,n,n,n,n
1355,n,n,n,n
1360,n,n,n,n
1365,n,n,n,n
1370,n,n,n,n
1375,n,n,n,n
1380,n,n,n,n
1385,n,n,n,n
1390,n,n,n,n
1395,n,n,n,n
1400,n,n,n,n
1405,n,n,n,n
1410,n,n,n,n
1415,n,n,n,n
1420,n,n,n,n
1425,n,n,n,n
1430,n,n,n,n
1435,n,n,n,n
