0,19.53,16.0,1.0,0.0
5,19.42,18.0,1.0,0.0
10,19.32,18.0,1.0,0.0
15,19.23,18.0,1.0,0.0
20,19.13,18.0,1.0,0.0
25,18.99,18.0,1.0,0.0
30,18.89,18.0,1.0,0.0
35,18.89,18.0,1.0,0.0
40,18.75,18.0,1.0,0.0
45,18.64,18.0,1.0,0.0
50,18.58,18.0,1.0,0.0
55,18.51,18.0,1.0,0.0
60,18.45,18.0,1.0,0.0
65,18.37,16.0,1.0,0.0
70,18.3,16.0,1.0,0.0
75,18.24,16.0,1.0,0.0
80,18.17,16.0,1.0,0.0
85,18.09,16.0,1.0,0.0
90,18.02,16.0,1.0,0.0
95,17.95,16.0,1.0,0.0
100,17.9,16.0,1.0,0.0
105,17.86,16.0,1.0,0.0
110,17.8,16.0,1.0,0.0
115,17.73,16.0,1.0,0.0
120,17.7,16.0,1.0,0.0
125,17.65,16.0,1.0,0.0
130,17.58,16.0,1.0,0.0
135,17.56,16.0,1.0,0.0
140,17.52,16.0,1.0,0.0
145,17.47,16.0,1.0,0.0
150,17.42,16.0,1.0,0.0
155,17.4,16.0,1.0,0.0
160,17.36,16.0,1.0,0.0
165,17.31,16.0,1.0,0.0
170,17.27,16.0,1.0,0.0
175,17.25,16.0,1.0,0.0
180,17.2,16.0,1.0,0.0
185,17.18,16.0,1.0,0.0
190,17.14,16.0,1.0,0.0
195,17.12,16.0,1.0,0.0
200,17.08,16.0,1.0,0.0
205,17.06,16.0,1.0,0.0
210,17.03,16.0,1.0,0.0
215,17.01,16.0,1.0,0.0
220,16.99,16.0,1.0,0.0
225,16.96,16.0,1.0,0.0
230,16.94,16.0,1.0,0.0
235,16.93,16.0,1.0,0.0
240,16.91,16.0,1.0,0.0
245,16.89,16.0,1.0,0.0
250,16.88,16.0,1.0,0.0
255,16.87,16.0,1.0,0.0
260,16.85,16.0,1.0,0.0
265,16.83,16.0,1.0,0.0
270,16.8,16.0,1.0,0.0
275,16.78,16.0,1.0,0.0
280,16.77,16.0,1.0,0.0
285,16.76,16.0,1.0,0.0
290,16.74,16.0,1.0,0.0
295,16.72,16.0,1.0,0.0
300,16.71,16.0,1.0,0.0
305,16.7,16.0,1.0,0.0
310,16.69,16.0,1.0,0.0
315,16.68,16.0,1.0,0.0
320,16.67,16.0,1.0,0.0
325,16.67,16.0,1.0,0.0
330,16.66,16.0,1.0,0.0
335,16.65,16.0,1.0,0.0
340,16.64,16.0,1.0,0.0
345,16.63,16.0,1.0,0.0
350,16.62,16.0,1.0,0.0
355,16.62,16.0,1.0,0.0
360,16.62,16.0,1.0,0.0
365,16.61,16.0,1.0,0.0
370,16.61,16.0,1.0,0.0
375,16.6,16.0,1.0,0.0
380,16.6,16.0,1.0,0.0
385,16.6,16.0,1.0,0.0
390,16.6,16.0,1.0,0.0
395,16.6,16.0,1.0,0.0
400,16.6,16.0,1.0,0.0
405,16.6,16.0,1.0,0.0
410,16.6,16.0,1.0,0.0
415,16.61,16.0,1.0,0.0
420,16.62,16.0,1.0,0.0
425,16.67,17.0,1.0,0.0
430,16.67,17.0,1.0,0.0
435,16.7,17.0,1.0,0.0
440,16.75,17.0,1.0,0.0
445,16.79,17.0,1.0,0.0
450,16.88,17.0,1.0,0.0
455,16.92,17.0,1.0,0.0
460,16.98,17.0,1.0,0.0
465,17.09,17.0,1.0,0.0
470,17.14,17.0,1.0,0.0
475,17.19,17.0,1.0,0.0
480,17.23,17.0,1.0,0.0
485,17.31,18.0,1.0,0.0
490,17.38,18.0,1.0,0.0
495,17.43,18.0,1.0,0.0
500,17.5,18.0,1.0,0.0
505,17.54,18.0,1.0,0.0
510,17.61,18.0,1.0,0.0
515,17.65,18.0,1.0,0.0
520,17.66,18.0,1.0,0.0
525,17.7,18.0,1.0,0.0
530,17.74,18.0,1.0,0.0
535,17.8,18.0,1.0,0.0
540,17.85,18.0,1.0,0.0
545,17.94,20.0,1.0,0.0
550,17.99,20.0,1.0,0.0
555,18.05,20.0,1.0,0.0
560,18.1,20.0,1.0,0.0
565,18.13,20.0,1.0,0.0
570,18.15,20.0,1.0,0.0
575,18.18,20.0,1.0,0.0
580,18.22,20.0,1.0,0.0
585,18.24,20.0,1.0,0.0
590,18.27,20.0,1.0,0.0
595,18.34,20.0,1.0,0.0
600,18.4,20.0,1.0,0.0
605,18.44,21.0,1.0,0.0
610,18.49,21.0,1.0,0.0
615,18.57,21.0,1.0,0.0
620,18.64,21.0,1.0,0.0
625,18.69,21.0,1.0,0.0
630,18.75,21.0,1.0,0.0
635,18.8,21.0,1.0,0.0
640,18.84,21.0,1.0,0.0
645,18.87,21.0,1.0,0.0
650,18.91,21.0,1.0,0.0
655,18.96,21.0,1.0,0.0
660,18.99,21.0,1.0,0.0
665,19.03,21.0,1.0,0.0
670,19.07,21.0,1.0,0.0
675,19.09,21.0,1.0,0.0
680,19.14,21.0,1.0,0.0
685,19.18,21.0,1.0,0.0
690,19.21,21.0,1.0,0.0
695,19.26,21.0,1.0,0.0
700,19.3,21.0,1.0,0.0
705,19.36,21.0,1.0,0.0
710,19.39,21.0,1.0,0.0
715,19.43,21.0,1.0,0.0
720,19.45,21.0,1.0,0.0
725,19.46,21.0,1.0,0.0
730,19.48,21.0,1.0,0.0
735,19.5,21.0,1.0,0.0
740,19.51,21.0,1.0,0.0
745,19.54,21.0,1.0,0.0
750,19.55,21.0,1.0,0.0
755,19.58,21.0,1.0,0.0
760,19.6,21.0,1.0,0.0
765,19.62,21.0,1.0,0.0
770,19.66,21.0,1.0,0.0
775,19.68,21.0,1.0,0.0
780,19.69,21.0,1.0,0.0
785,19.71,21.0,1.0,0.0
790,19.73,21.0,1.0,0.0
795,19.75,21.0,1.0,0.0
800,19.75,21.0,1.0,0.0
805,19.77,21.0,1.0,0.0
