22:41:01,1,0.0
22:41:01,2,0.0
22:41:01,3,0.0
22:41:01,4,0.0
22:41:01,5,0.0
22:41:01,6,0.0
22:41:01,7,0.0
22:41:30,1,0.0
22:41:30,2,0.0
22:41:30,3,0.0
22:41:30,4,0.0
22:41:30,5,0.0
22:41:30,6,0.0
22:41:30,7,0.0
22:50:01,1,0.0
22:50:01,2,0.0
22:50:01,3,0.0
22:50:01,4,0.0
22:50:01,5,0.0
22:50:01,6,0.0
22:50:01,7,0.0
23:26:01,1,0.0
23:26:01,2,0.0
23:26:01,3,0.0
23:26:01,4,0.0
23:26:02,5,0.0
23:26:02,6,0.0
23:26:02,7,0.0
23:29:01,1,0.0
23:29:01,2,0.0
23:29:01,3,0.0
23:29:01,4,0.0
23:29:01,5,0.0
23:29:01,6,0.0
23:29:02,7,0.0
23:30:30,1,1
23:30:30,2,0.0
23:30:30,3,0.0
23:30:30,4,0.0
23:30:30,5,0.0
23:30:30,6,0.0
23:30:30,7,0.0
23:33:01,1,1
23:33:01,2,0.0
23:33:01,3,0.0
23:33:01,4,0.0
23:33:01,5,0.0
23:33:01,6,0.0
23:33:02,7,0.0
23:34:01,1,1
23:34:01,2,0.0
23:34:01,3,0.0
23:34:01,4,0.0
23:34:01,5,0.0
23:34:01,6,0.0
23:34:01,7,0.0
23:38:30,1,0.0
23:38:30,2,0.0
23:38:30,3,0.0
23:38:30,4,0.0
23:38:30,5,0.0
23:38:30,6,0.0
23:38:30,7,0.0
