00:00:07,4,12.0,0.5,0.5
00:00:07,7,18.0,1.0,0.0
00:00:08,10,12.0,0.5,0.5
01:00:01,7,16.0,1.0,0.0
03:00:09,4,13.0,0.5,0.5
03:00:09,10,13.0,0.5,0.5
04:00:07,4,14.0,0.5,0.5
04:00:07,10,14.0,0.5,0.5
05:00:09,1,18.0,0.5,0.5
05:00:09,4,15.0,0.5,0.5
05:00:09,10,15.0,0.5,0.5
06:00:07,1,19.0,0.5,0.5
06:00:07,4,16.0,0.5,0.5
06:00:07,10,16.0,0.5,0.5
07:00:01,1,20.0,0.5,0.5
07:00:01,2,18.0,0.5,0.5
07:00:01,3,18.0,0.5,0.5
07:00:01,4,17.0,0.5,0.5
07:00:01,5,18.0,0.5,0.5
07:00:01,7,17.0,1.0,0.0
07:00:01,10,17.0,0.5,0.5
08:00:01,2,19.0,0.5,0.5
08:00:01,3,19.0,0.5,0.5
08:00:01,4,18.0,0.5,0.5
08:00:01,5,19.0,0.5,0.5
08:00:01,7,18.0,1.0,0.0
08:00:01,10,18.0,0.5,0.5
09:00:02,2,20.0,0.5,0.5
09:00:02,3,20.0,0.5,0.5
09:00:03,4,19.0,0.5,0.5
09:00:03,5,20.0,0.5,0.5
09:00:03,7,20.0,1.0,0.0
09:00:03,10,19.0,0.5,0.5
10:00:08,2,21.0,0.5,0.5
10:00:08,3,21.0,0.5,0.5
10:00:08,7,21.0,1.0,0.0
10:00:08,10,20.0,0.5,0.5
13:00:04,1,19.0,0.5,0.5
14:00:08,1,20.0,0.5,0.5
15:00:11,6,18.0,0.5,0.5
16:00:12,6,19.0,0.5,0.5
16:00:12,7,20.0,1.0,0.0
