05:16:12,1,1
05:16:12,2,1
08:07:03,1,1
08:13:31,2,1
09:28:31,1,0
09:41:30,2,0
10:00:06,1,1
10:20:03,1,0
11:34:33,1,1
11:34:33,2,1
11:35:03,1,1
11:35:03,2,1
11:35:31,1,1
11:35:31,2,1
11:36:03,1,1
11:36:03,2,1
21:51:36,1,1
21:51:36,2,1
21:51:39,1,1
21:51:40,2,1
21:54:32,1,1
21:54:32,2,1
22:02:31,1,1
22:02:31,2,1
22:02:31,3,1
22:07:33,1,1
22:07:33,2,1
22:08:32,1,1
22:08:32,2,1
22:08:32,3,1
22:12:01,3,0
22:18:04,1,1
22:18:05,2,1
22:20:32,1,1
22:20:35,2,1
22:31:07,1,1
22:31:07,2,1
22:36:01,1,0
22:36:01,2,0
22:38:03,1,1
22:38:03,2,1
22:38:31,1,0
22:38:31,2,0
22:39:31,1,1
22:39:32,2,1
22:43:32,1,0
22:43:32,2,0
22:44:04,1,1
22:44:04,2,1
22:46:01,1,0
22:46:01,2,0
