0,0,1,1,0,1
5,0,1,1,0,1
10,0,1,1,0,1
15,0,1,1,0,1
20,0,1,1,0,1
25,0,1,1,0,1
30,0,1,1,0,1
35,0,1,1,0,1
40,0,1,1,0,1
45,0,1,1,0,1
50,0,1,1,0,1
55,0,1,1,0,1
60,0,1,1,0,1
65,0,1,1,0,1
70,0,1,1,0,1
75,0,1,1,0,1
80,0,1,1,0,1
85,0,1,1,0,1
90,0,1,1,0,1
95,0,1,1,0,1
100,0,1,1,0,1
105,0,1,1,0,1
110,0,1,1,0,1
115,0,1,1,0,1
120,0,1,1,0,1
125,0,1,1,0,1
130,0,1,1,0,1
135,0,1,1,0,1
140,0,1,1,0,1
145,0,1,1,0,1
150,0,1,1,0,1
155,0,1,1,0,1
160,0,1,1,0,1
165,0,1,1,0,1
170,0,1,1,0,1
175,0,1,1,0,1
180,0,1,1,0,1
185,0,1,1,0,1
190,0,1,1,0,1
195,0,1,1,0,1
200,0,1,1,0,1
205,0,1,1,0,1
210,0,1,1,0,1
215,0,1,1,0,1
220,0,1,1,0,1
225,0,1,1,0,1
230,0,1,1,0,1
235,0,1,1,0,1
240,0,1,1,0,1
245,0,1,1,0,1
250,0,1,1,0,1
255,0,1,1,0,1
260,0,1,1,0,1
265,0,1,1,0,1
270,0,1,1,0,1
275,0,1,1,0,1
280,0,1,1,0,1
285,0,1,1,0,1
290,0,1,1,0,1
295,0,1,1,0,1
300,0,1,1,0,1
305,0,1,1,0,1
310,0,1,1,0,1
315,0,1,1,0,1
320,0,1,1,0,1
325,0,1,1,0,1
330,0,1,1,0,1
335,0,1,1,0,1
340,0,1,1,0,1
345,0,1,1,0,1
350,0,1,1,0,1
355,0,1,1,0,1
360,0,1,1,0,1
365,0,1,1,0,1
370,0,1,1,0,1
375,0,1,1,0,1
380,0,1,1,0,1
385,0,1,1,0,1
390,0,1,1,0,1
395,0,1,1,0,1
400,0,1,1,0,1
405,0,1,1,0,1
410,0,1,1,0,1
415,0,1,1,0,1
420,0,1,1,0,1
425,0,1,1,0,1
430,0,1,1,0,1
435,0,1,1,0,1
440,0,1,1,0,1
445,0,1,1,0,1
450,0,1,1,0,1
455,0,1,1,0,1
460,0,1,1,0,1
465,0,1,1,0,1
470,0,1,1,0,1
475,0,1,1,0,1
480,0,1,1,0,1
485,0,1,1,0,1
490,0,1,1,0,1
495,0,1,1,0,1
500,0,1,1,0,1
505,0,1,1,0,1
510,0,1,1,0,1
515,0,1,1,0,1
520,0,1,1,0,1
525,0,1,1,0,1
530,0,1,1,0,1
535,0,1,1,0,1
540,0,1,1,0,1
545,0,1,1,0,1
550,0,1,1,0,1
555,0,1,1,0,1
560,0,1,1,0,1
565,0,1,1,0,1
570,0,1,1,0,1
575,0,1,1,0,1
580,0,1,1,0,1
585,0,1,1,0,1
590,0,1,1,0,1
595,0,1,1,0,1
600,0,1,1,0,1
605,0,1,1,0,1
610,0,1,1,0,1
615,0,1,1,0,1
620,0,1,1,0,1
625,0,1,1,0,1
630,0,1,1,0,1
635,0,1,1,0,1
640,0,1,1,0,1
645,1,1,1,1,0
650,1,1,1,1,0
655,1,1,1,1,0
660,1,1,1,1,0
665,1,1,1,1,0
670,1,1,1,1,0
675,1,1,1,1,0
680,1,1,1,1,0
685,1,1,1,1,0
690,1,1,1,1,0
695,1,1,1,1,0
700,1,1,1,1,0
705,1,1,1,1,0
710,1,1,1,1,0
715,1,1,1,1,0
720,1,1,1,1,0
725,1,1,1,1,0
730,1,1,1,1,0
735,1,1,1,1,0
740,1,1,1,1,0
745,1,1,1,1,0
750,1,1,1,1,0
755,1,1,1,1,0
760,1,1,1,1,0
765,1,1,1,1,0
770,1,1,1,1,0
775,1,1,1,1,0
780,1,1,1,1,0
785,1,1,1,1,0
790,1,1,1,1,0
795,1,1,1,1,0
800,1,1,1,1,0
805,1,1,1,1,0
810,1,1,1,1,0
815,1,1,1,1,0
820,1,1,1,1,0
825,1,1,1,1,0
830,1,1,1,1,0
835,1,1,1,1,0
840,1,1,1,1,0
845,1,1,1,1,0
850,1,1,1,1,0
855,1,1,1,1,0
860,1,1,1,1,0
865,1,1,1,1,0
870,1,1,1,1,0
875,1,1,1,1,0
880,1,1,1,1,0
885,1,1,1,1,0
890,1,1,1,1,0
895,1,1,1,1,0
900,1,1,1,1,0
905,1,1,1,1,0
910,1,1,1,1,0
915,1,1,1,1,0
920,1,1,1,1,0
925,1,1,1,1,0
930,1,1,1,1,0
935,1,1,1,1,0
940,1,1,1,1,0
945,1,1,1,1,0
950,1,1,1,1,0
955,1,1,1,1,0
960,1,1,1,1,0
965,1,1,1,0,0
970,1,1,1,0,0
975,1,1,1,0,0
980,1,1,1,0,0
985,1,1,1,0,0
990,1,1,1,0,0
995,1,1,1,0,0
1000,1,1,1,0,0
1005,1,1,1,0,0
1010,1,1,1,0,0
1015,1,1,1,0,0
1020,1,1,1,0,0
1025,1,1,1,0,0
1030,1,1,1,0,0
1035,1,1,1,0,0
1040,1,1,1,0,0
1045,1,1,1,0,0
1050,1,1,1,0,0
1055,1,1,1,0,0
1060,1,1,1,0,0
1065,1,1,1,0,0
1070,1,1,1,0,0
1075,1,1,1,0,0
1080,1,1,1,0,0
1085,1,1,1,0,1
1090,1,1,1,0,1
1095,1,1,1,0,1
1100,1,1,1,0,1
1105,1,1,1,0,1
1110,1,1,1,0,1
1115,1,1,1,0,1
1120,1,1,1,0,1
1125,1,1,1,0,1
1130,1,1,1,0,1
1135,1,1,1,0,1
1140,1,1,1,0,1
1145,1,0,0,0,1
1150,1,0,0,0,1
1155,1,0,0,0,1
1160,1,0,0,0,1
1165,1,0,0,0,1
1170,1,0,0,0,1
1175,1,0,0,0,1
1180,1,0,0,0,1
1185,1,0,0,0,1
1190,1,0,0,0,1
1195,1,0,0,0,1
1200,1,0,0,0,1
1205,1,0,0,0,1
1210,1,0,0,0,1
1215,1,0,0,0,1
1220,1,0,0,0,1
1225,1,0,0,0,1
1230,1,0,0,0,1
1235,1,0,0,0,1
1240,1,0,0,0,1
1245,1,0,0,0,1
1250,1,0,0,0,1
1255,1,0,0,0,1
1260,1,0,0,0,1
1265,1,0,0,0,1
1270,1,0,0,0,1
1275,1,0,0,0,1
1280,1,0,0,0,1
1285,1,0,0,0,1
1290,1,0,0,0,1
1295,1,0,0,0,1
1300,1,0,0,0,1
