0,16.64,n,n,n
5,16.64,n,n,n
10,16.6,n,n,n
15,16.58,n,n,n
20,16.58,n,n,n
25,16.56,n,n,n
30,16.56,n,n,n
35,16.55,n,n,n
40,16.52,n,n,n
45,16.49,n,n,n
50,16.49,n,n,n
55,16.48,n,n,n
60,16.47,n,n,n
65,16.46,n,n,n
70,16.46,n,n,n
75,16.44,n,n,n
80,16.43,n,n,n
85,16.42,n,n,n
90,16.42,n,n,n
95,16.4,n,n,n
100,16.38,n,n,n
105,16.38,n,n,n
110,16.37,n,n,n
115,16.35,n,n,n
120,16.35,n,n,n
125,16.34,n,n,n
130,16.33,n,n,n
135,16.32,n,n,n
140,16.31,n,n,n
145,16.3,n,n,n
150,16.3,n,n,n
155,16.28,n,n,n
160,16.27,n,n,n
165,16.26,n,n,n
170,16.25,n,n,n
175,16.24,n,n,n
180,16.23,n,n,n
185,16.22,n,n,n
190,16.2,n,n,n
195,16.2,n,n,n
200,16.18,n,n,n
205,16.17,n,n,n
210,16.16,n,n,n
215,16.15,n,n,n
220,16.15,n,n,n
225,16.13,n,n,n
230,16.13,n,n,n
235,16.12,n,n,n
240,16.1,n,n,n
245,16.09,n,n,n
250,16.08,n,n,n
255,16.07,n,n,n
260,16.07,n,n,n
265,16.07,n,n,n
270,16.04,n,n,n
275,16.03,n,n,n
280,16.03,n,n,n
285,16.01,n,n,n
290,16.01,n,n,n
295,16.0,n,n,n
300,15.99,n,n,n
305,15.99,n,n,n
310,15.99,n,n,n
315,15.98,n,n,n
320,15.97,n,n,n
325,15.96,n,n,n
330,15.95,n,n,n
335,15.95,n,n,n
340,15.94,n,n,n
345,15.93,n,n,n
350,15.93,n,n,n
355,15.92,n,n,n
360,15.91,n,n,n
365,15.9,n,n,n
370,15.89,n,n,n
375,15.91,n,n,n
380,15.92,n,n,n
385,15.94,n,n,n
390,15.95,n,n,n
395,15.97,n,n,n
400,15.99,n,n,n
405,16.05,n,n,n
410,16.1,n,n,n
415,16.14,n,n,n
420,16.17,n,n,n
425,16.23,n,n,n
430,16.27,n,n,n
435,16.35,n,n,n
440,16.4,n,n,n
445,16.47,n,n,n
450,16.51,n,n,n
455,16.56,n,n,n
460,16.61,n,n,n
465,16.68,n,n,n
470,16.74,n,n,n
475,16.81,n,n,n
480,16.83,n,n,n
485,16.84,n,n,n
490,16.88,n,n,n
495,16.88,n,n,n
500,16.94,n,n,n
505,16.94,n,n,n
510,16.96,n,n,n
515,16.98,n,n,n
520,16.98,n,n,n
525,16.98,n,n,n
530,16.96,n,n,n
535,16.93,n,n,n
540,16.91,n,n,n
545,16.88,n,n,n
550,16.85,n,n,n
555,16.81,n,n,n
560,16.81,n,n,n
565,16.83,n,n,n
570,16.81,n,n,n
575,16.83,n,n,n
580,16.87,n,n,n
585,16.9,n,n,n
590,16.92,n,n,n
595,16.96,n,n,n
600,16.96,n,n,n
605,16.99,n,n,n
610,17.03,n,n,n
615,17.06,n,n,n
620,17.1,n,n,n
625,17.13,n,n,n
630,17.16,n,n,n
635,17.2,n,n,n
640,17.24,n,n,n
645,17.29,n,n,n
650,17.36,n,n,n
655,17.37,n,n,n
660,17.36,n,n,n
665,17.34,n,n,n
670,17.35,n,n,n
675,17.37,n,n,n
680,17.38,n,n,n
685,17.35,n,n,n
690,17.32,n,n,n
695,17.29,n,n,n
700,17.27,n,n,n
705,17.23,n,n,n
710,17.21,n,n,n
715,17.17,n,n,n
720,17.15,n,n,n
725,17.11,n,n,n
730,17.07,n,n,n
735,17.05,n,n,n
740,17.0,n,n,n
745,16.94,n,n,n
750,16.92,n,n,n
755,16.89,n,n,n
760,16.86,n,n,n
765,16.83,n,n,n
770,16.8,n,n,n
775,16.78,n,n,n
780,16.75,n,n,n
785,16.72,n,n,n
790,16.7,n,n,n
795,16.69,n,n,n
800,16.66,n,n,n
805,16.64,n,n,n
810,16.61,n,n,n
815,16.59,n,n,n
820,16.58,n,n,n
825,16.55,n,n,n
830,16.54,n,n,n
835,16.53,n,n,n
840,16.53,n,n,n
845,16.54,n,n,n
850,16.55,n,n,n
855,16.57,n,n,n
860,16.58,n,n,n
865,16.59,n,n,n
870,16.61,n,n,n
875,16.63,n,n,n
880,16.68,n,n,n
885,16.71,n,n,n
890,16.75,n,n,n
895,16.84,n,n,n
900,16.89,n,n,n
905,16.94,n,n,n
910,17.0,n,n,n
915,17.09,n,n,n
920,17.14,n,n,n
925,17.19,n,n,n
930,17.25,n,n,n
935,17.31,n,n,n
940,17.38,n,n,n
945,17.45,n,n,n
950,17.53,n,n,n
955,17.57,n,n,n
960,17.63,n,n,n
965,17.71,n,n,n
970,17.78,n,n,n
975,17.84,n,n,n
980,17.9,n,n,n
985,17.94,n,n,n
990,17.98,n,n,n
995,18.03,n,n,n
1000,18.08,n,n,n
1005,18.13,n,n,n
1010,18.17,n,n,n
1015,18.21,n,n,n
1020,18.25,n,n,n
1025,18.29,n,n,n
1030,18.31,n,n,n
1035,18.33,n,n,n
1040,18.36,n,n,n
1045,18.38,n,n,n
1050,18.39,n,n,n
1055,18.4,n,n,n
1060,18.4,n,n,n
1065,18.43,n,n,n
1070,18.43,n,n,n
1075,18.43,n,n,n
1080,18.44,n,n,n
1085,18.42,n,n,n
1090,18.42,n,n,n
1095,18.4,n,n,n
1100,18.38,n,n,n
1105,18.39,n,n,n
1110,18.38,n,n,n
1115,18.36,n,n,n
1120,18.34,n,n,n
1125,18.28,n,n,n
1130,18.25,n,n,n
1135,18.23,n,n,n
1140,18.18,n,n,n
1145,18.13,n,n,n
1150,18.08,n,n,n
1155,18.05,n,n,n
1160,18.01,n,n,n
1165,17.96,n,n,n
1170,17.91,n,n,n
1175,17.86,n,n,n
1180,17.81,n,n,n
1185,17.76,n,n,n
1190,17.72,n,n,n
1195,17.68,n,n,n
1200,17.63,n,n,n
1205,17.6,n,n,n
1210,17.57,n,n,n
1215,17.53,n,n,n
1220,17.5,n,n,n
1225,17.47,n,n,n
1230,17.42,n,n,n
1235,17.38,n,n,n
1240,17.36,n,n,n
1245,17.31,n,n,n
1250,17.31,n,n,n
1255,n,n,n,n
1260,n,n,n,n
1265,n,n,n,n
1270,n,n,n,n
1275,n,n,n,n
1280,n,n,n,n
1285,n,n,n,n
1290,n,n,n,n
1295,n,n,n,n
1300,n,n,n,n
1305,n,n,n,n
1310,n,n,n,n
1315,n,n,n,n
1320,n,n,n,n
1325,n,n,n,n
1330,n,n,n,n
1335,n,n,n,n
1340,n,n,n,n
1345,n,n,n,n
1350,n,n,n,n
1355,n,n,n,n
1360,n,n,n,n
1365,n,n,n,n
1370,n,n,n,n
1375,n,n,n,n
1380,n,n,n,n
1385,n,n,n,n
1390,n,n,n,n
1395,n,n,n,n
1400,n,n,n,n
1405,n,n,n,n
1410,n,n,n,n
1415,n,n,n,n
1420,n,n,n,n
1425,n,n,n,n
1430,n,n,n,n
1435,n,n,n,n
