00:00:06,4,13.0,0.5,0.5
00:00:06,6,18.0,0.5,0.5
00:00:06,10,13.0,0.5,0.5
01:00:07,4,14.0,0.5,0.5
01:00:07,6,16.0,0.5,0.5
01:00:07,10,14.0,0.5,0.5
02:00:09,4,15.0,0.5,0.5
02:00:09,10,15.0,0.5,0.5
04:00:08,1,18.0,0.5,0.5
05:00:08,1,19.0,0.5,0.5
05:00:08,2,18.0,0.5,0.5
05:00:08,3,18.0,0.5,0.5
05:00:08,5,18.0,0.5,0.5
06:00:07,1,20.0,0.5,0.5
06:00:07,2,19.0,0.5,0.5
06:00:08,3,19.0,0.5,0.5
06:00:08,4,16.0,0.5,0.5
06:00:08,5,19.0,0.5,0.5
06:00:08,10,16.0,0.5,0.5
07:00:07,2,20.0,0.5,0.5
07:00:07,3,20.0,0.5,0.5
07:00:07,4,17.0,0.5,0.5
07:00:07,5,20.0,0.5,0.5
07:00:07,7,17.0,1.0,0.0
07:00:07,10,17.0,0.5,0.5
08:00:09,2,21.0,0.5,0.5
08:00:09,3,21.0,0.5,0.5
08:00:09,4,18.0,0.5,0.5
08:00:09,7,18.0,1.0,0.0
08:00:09,10,18.0,0.5,0.5
09:00:05,4,19.0,0.5,0.5
09:00:05,7,20.0,1.0,0.0
09:00:06,10,19.0,0.5,0.5
10:00:10,7,21.0,1.0,0.0
10:00:10,10,20.0,0.5,0.5
13:00:05,1,19.0,0.5,0.5
