00:00:02,4,12.0,0.5,0.5
00:00:02,7,18.0,1.0,0.0
00:00:02,10,12.0,0.5,0.5
01:00:00,7,16.0,1.0,0.0
03:00:07,4,13.0,0.5,0.5
03:00:07,10,13.0,0.5,0.5
04:00:10,4,14.0,0.5,0.5
04:00:10,10,14.0,0.5,0.5
05:00:08,1,18.0,0.5,0.5
05:00:08,4,15.0,0.5,0.5
05:00:08,10,15.0,0.5,0.5
06:00:00,1,19.0,0.5,0.5
06:00:00,4,16.0,0.5,0.5
06:00:00,10,16.0,0.5,0.5
07:00:08,1,20.0,0.5,0.5
07:00:08,2,18.0,0.5,0.5
07:00:08,3,18.0,0.5,0.5
07:00:08,4,17.0,0.5,0.5
07:00:08,5,18.0,0.5,0.5
07:00:08,7,17.0,1.0,0.0
07:00:08,10,17.0,0.5,0.5
08:00:10,2,19.0,0.5,0.5
08:00:10,3,19.0,0.5,0.5
08:00:10,4,18.0,0.5,0.5
08:00:10,5,19.0,0.5,0.5
08:00:10,7,18.0,1.0,0.0
08:00:10,10,18.0,0.5,0.5
09:00:10,2,20.0,0.5,0.5
09:00:10,3,20.0,0.5,0.5
09:00:10,4,19.0,0.5,0.5
09:00:10,5,20.0,0.5,0.5
09:00:10,7,20.0,1.0,0.0
09:00:11,10,19.0,0.5,0.5
10:00:06,2,21.0,0.5,0.5
10:00:06,3,21.0,0.5,0.5
10:00:06,5,21.0,0.5,0.5
10:00:06,7,21.0,1.0,0.0
10:00:06,10,20.0,0.5,0.5
12:22:41,1,20.0,0.5,0.5
12:22:41,2,21.0,0.5,0.5
12:22:41,3,21.0,0.5,0.5
12:22:41,4,19.0,0.5,0.5
12:22:41,5,21.0,0.5,0.5
12:22:41,6,16.0,0.5,0.5
12:22:42,7,21.0,1.0,0.0
12:22:42,8,0.0,0.0,0.0
12:22:42,9,10.0,0.5,0.5
12:22:42,10,20.0,0.5,0.5
13:00:05,1,19.0,0.5,0.5
