2023,11,11,0,2,30,1699657350,19.47
2023,11,11,0,3,0,1699657380,19.36
2023,11,11,0,3,30,1699657410,19.51
2023,11,11,0,4,0,1699657440,19.38
2023,11,11,0,4,30,1699657470,19.51
2023,11,11,0,5,0,1699657500,19.39
2023,11,11,0,5,30,1699657530,19.5
2023,11,11,0,6,30,1699657590,19.46
2023,11,11,0,13,1,1699657981,19.62
2023,11,11,0,13,30,1699658010,19.51
2023,11,11,0,14,0,1699658040,19.4
2023,11,11,0,15,1,1699658101,19.53
2023,11,11,0,15,30,1699658130,19.4
2023,11,11,0,16,30,1699658190,19.53
2023,11,11,0,17,31,1699658251,19.39
2023,11,11,0,18,31,1699658311,19.51
2023,11,11,0,21,0,1699658460,19.39
2023,11,11,0,22,0,1699658520,19.51
2023,11,11,0,22,30,1699658550,19.53
2023,11,11,0,23,0,1699658580,19.58
2023,11,11,0,23,30,1699658610,19.44
2023,11,11,0,24,31,1699658671,19.55
2023,11,11,0,25,0,1699658700,19.43
2023,11,11,0,25,30,1699658730,19.55
2023,11,11,0,26,0,1699658760,19.44
2023,11,11,0,31,30,1699659090,19.57
2023,11,11,0,32,0,1699659120,19.46
2023,11,11,0,34,0,1699659240,19.54
2023,11,11,0,35,31,1699659331,19.4
2023,11,11,0,36,0,1699659360,19.44
2023,11,11,0,37,0,1699659420,19.43
2023,11,11,0,37,30,1699659450,19.57
2023,11,11,0,38,1,1699659481,19.44
2023,11,11,0,43,30,1699659810,19.55
2023,11,11,0,44,30,1699659870,19.39
2023,11,11,0,45,1,1699659901,19.5
2023,11,11,0,52,0,1699660320,19.39
2023,11,11,0,53,31,1699660411,19.5
2023,11,11,0,54,31,1699660471,19.38
2023,11,11,0,55,0,1699660500,19.51
2023,11,11,0,56,31,1699660591,19.38
2023,11,11,0,57,0,1699660620,19.33
2023,11,11,0,58,0,1699660680,19.5
2023,11,11,0,58,30,1699660710,19.39
2023,11,11,1,0,30,1699660830,19.5
2023,11,11,1,1,1,1699660861,19.38
2023,11,11,1,16,30,1699661790,19.43
2023,11,11,1,20,30,1699662030,19.32
2023,11,11,1,23,30,1699662210,19.43
2023,11,11,1,24,30,1699662270,19.3
2023,11,11,1,33,1,1699662781,19.43
2023,11,11,1,34,0,1699662840,19.29
2023,11,11,1,38,0,1699663080,19.43
2023,11,11,1,39,0,1699663140,19.32
2023,11,11,1,39,30,1699663170,19.44
2023,11,11,1,40,1,1699663201,19.32
2023,11,11,1,42,30,1699663350,19.3
2023,11,11,1,50,1,1699663801,19.43
2023,11,11,1,50,30,1699663830,19.32
2023,11,11,1,56,0,1699664160,19.43
2023,11,11,1,56,30,1699664190,19.32
2023,11,11,1,57,30,1699664250,19.43
2023,11,11,1,59,30,1699664370,19.32
2023,11,11,2,0,30,1699664430,19.43
2023,11,11,2,1,30,1699664490,19.28
2023,11,11,2,5,1,1699664701,19.43
2023,11,11,2,7,0,1699664820,19.32
2023,11,11,2,10,1,1699665001,19.33
2023,11,11,2,11,0,1699665060,19.44
2023,11,11,2,11,30,1699665090,19.33
2023,11,11,2,15,30,1699665330,19.46
2023,11,11,2,16,0,1699665360,19.43
2023,11,11,2,17,30,1699665450,19.29
2023,11,11,2,20,30,1699665630,19.4
2023,11,11,2,21,1,1699665661,19.29
2023,11,11,2,22,0,1699665720,19.43
2023,11,11,2,23,30,1699665810,19.26
2023,11,11,2,24,0,1699665840,19.38
2023,11,11,2,28,30,1699666110,19.23
2023,11,11,2,29,0,1699666140,19.26
2023,11,11,2,29,30,1699666170,19.38
2023,11,11,2,31,0,1699666260,19.26
2023,11,11,2,32,0,1699666320,19.4
2023,11,11,2,32,30,1699666350,19.29
2023,11,11,2,35,1,1699666501,19.43
2023,11,11,2,35,30,1699666530,19.29
2023,11,11,2,44,1,1699667041,19.4
2023,11,11,2,47,30,1699667250,19.51
2023,11,11,2,48,0,1699667280,19.38
2023,11,11,2,48,30,1699667310,19.54
2023,11,11,2,50,32,1699667432,19.43
2023,11,11,2,51,0,1699667460,19.54
2023,11,11,2,51,30,1699667490,19.38
2023,11,11,2,52,0,1699667520,19.5
2023,11,11,2,52,30,1699667550,19.54
2023,11,11,2,53,31,1699667611,19.43
2023,11,11,2,54,0,1699667640,19.55
2023,11,11,2,54,31,1699667671,19.4
2023,11,11,2,55,0,1699667700,19.51
2023,11,11,2,59,30,1699667970,19.62
2023,11,11,3,0,1,1699668001,19.51
2023,11,11,3,3,30,1699668210,19.53
2023,11,11,3,7,0,1699668420,19.4
2023,11,11,3,7,30,1699668450,19.53
