2023,11,12,0,0,1,1699743601,22.06
2023,11,12,0,2,0,1699743720,21.94
2023,11,12,0,5,30,1699743930,22.05
2023,11,12,0,6,0,1699743960,21.94
2023,11,12,0,9,0,1699744140,21.81
2023,11,12,0,9,30,1699744170,21.98
2023,11,12,0,10,0,1699744200,21.82
2023,11,12,0,11,1,1699744261,21.93
2023,11,12,0,12,1,1699744321,21.82
2023,11,12,0,16,0,1699744560,21.79
2023,11,12,0,40,30,1699746030,21.9
2023,11,12,0,42,0,1699746120,21.79
2023,11,12,0,42,30,1699746150,21.91
2023,11,12,0,43,31,1699746211,21.78
2023,11,12,0,44,0,1699746240,21.91
2023,11,12,0,53,30,1699746810,22.05
2023,11,12,0,54,0,1699746840,21.93
2023,11,12,1,5,30,1699747530,21.82
2023,11,12,1,6,0,1699747560,21.97
2023,11,12,1,7,0,1699747620,21.85
2023,11,12,1,17,1,1699748221,21.85
2023,11,12,1,30,31,1699749031,21.81
2023,11,12,1,47,32,1699750052,21.69
2023,11,12,1,48,0,1699750080,21.83
2023,11,12,1,48,30,1699750110,21.72
2023,11,12,2,16,30,1699751790,21.61
2023,11,12,2,21,30,1699752090,21.72
2023,11,12,2,24,30,1699752270,21.61
2023,11,12,2,35,30,1699752930,21.5
2023,11,12,2,41,0,1699753260,21.35
2023,11,12,2,44,31,1699753471,21.24
2023,11,12,2,45,0,1699753500,21.35
2023,11,12,2,54,0,1699754040,21.2
2023,11,12,2,54,30,1699754070,21.34
2023,11,12,2,55,31,1699754131,21.21
2023,11,12,3,7,31,1699754851,21.08
2023,11,12,3,8,30,1699754910,21.19
2023,11,12,3,10,0,1699755000,21.08
2023,11,12,3,23,0,1699755780,21.19
2023,11,12,3,53,0,1699757580,21.24
2023,11,12,4,6,31,1699758391,21.19
2023,11,12,4,10,30,1699758630,21.3
2023,11,12,4,11,30,1699758690,21.19
2023,11,12,4,12,0,1699758720,21.3
2023,11,12,4,13,31,1699758811,21.19
2023,11,12,4,42,1,1699760521,21.3
2023,11,12,4,42,31,1699760551,21.19
2023,11,12,5,12,30,1699762350,21.21
2023,11,12,5,30,30,1699763430,21.09
2023,11,12,5,37,30,1699763850,21.2
2023,11,12,5,38,30,1699763910,21.09
2023,11,12,5,47,0,1699764420,21.2
2023,11,12,5,49,0,1699764540,21.08
2023,11,12,5,53,30,1699764810,21.21
2023,11,12,5,54,30,1699764870,21.09
2023,11,12,6,9,30,1699765770,21.08
2023,11,12,6,22,0,1699766520,20.92
2023,11,12,6,22,31,1699766551,21.09
2023,11,12,6,25,18,1699766718,20.92
2023,11,12,6,26,1,1699766761,21.05
2023,11,12,6,28,0,1699766880,20.92
2023,11,12,6,28,30,1699766910,21.05
2023,11,12,6,30,30,1699767030,21.06
2023,11,12,6,31,30,1699767090,20.9
2023,11,12,6,32,1,1699767121,21.04
2023,11,12,6,33,30,1699767210,20.92
2023,11,12,6,34,1,1699767241,21.05
2023,11,12,6,34,30,1699767270,20.94
2023,11,12,6,37,1,1699767421,21.05
2023,11,12,6,37,30,1699767450,20.92
2023,11,12,6,38,0,1699767480,20.9
2023,11,12,6,38,30,1699767510,21.01
2023,11,12,6,41,1,1699767661,20.9
2023,11,12,6,41,30,1699767690,21.05
2023,11,12,6,42,1,1699767721,20.94
2023,11,12,6,42,30,1699767750,20.95
2023,11,12,6,50,31,1699768231,21.06
2023,11,12,6,51,0,1699768260,20.92
2023,11,12,6,51,30,1699768290,21.04
2023,11,12,6,52,0,1699768320,20.92
2023,11,12,6,54,0,1699768440,21.04
2023,11,12,7,17,0,1699769820,20.9
2023,11,12,7,20,1,1699770001,21.01
2023,11,12,7,23,0,1699770180,20.9
2023,11,12,7,27,1,1699770421,21.04
2023,11,12,7,27,30,1699770450,20.92
2023,11,12,7,39,0,1699771140,20.92
2023,11,12,7,57,31,1699772251,20.88
2023,11,12,7,58,30,1699772310,21.0
2023,11,12,7,59,0,1699772340,20.89
2023,11,12,8,12,1,1699773121,20.9
2023,11,12,8,16,30,1699773390,20.76
2023,11,12,8,17,0,1699773420,20.92
2023,11,12,8,18,1,1699773481,20.8
2023,11,12,8,19,30,1699773570,20.92
2023,11,12,8,20,30,1699773630,20.8
2023,11,12,8,21,30,1699773690,20.95
2023,11,12,8,22,1,1699773721,20.8
2023,11,12,8,24,36,1699773876,20.95
2023,11,12,8,25,0,1699773900,20.82
2023,11,12,8,55,1,1699775701,20.79
2023,11,12,8,55,30,1699775730,20.92
2023,11,12,8,57,1,1699775821,20.8
2023,11,12,9,27,0,1699777620,20.78
2023,11,12,9,34,30,1699778070,20.89
2023,11,12,9,36,1,1699778161,20.86
2023,11,12,9,44,30,1699778670,20.97
2023,11,12,10,3,0,1699779780,21.08
2023,11,12,10,3,30,1699779810,20.92
2023,11,12,10,4,0,1699779840,20.9
2023,11,12,10,4,30,1699779870,21.05
2023,11,12,10,12,0,1699780320,21.17
2023,11,12,10,13,30,1699780410,21.05
2023,11,12,10,14,0,1699780440,21.16
2023,11,12,10,19,1,1699780741,21.16
2023,11,12,10,27,1,1699781221,21.27
