01:03:03,3,0
03:47:37,1,1
12:27:39,1,1
12:36:32,1,0
12:37:04,2,1
12:46:03,1,1
12:48:03,1,0
12:52:34,1,1
12:54:33,1,0
13:00:03,1,1
13:05:33,1,0
13:10:03,1,1
13:20:03,1,0
13:22:36,1,1
13:25:03,1,0
13:33:02,2,0
13:34:33,1,1
13:36:04,1,0
13:47:03,1,1
13:51:03,1,0
13:59:37,1,1
14:01:33,1,0
14:06:35,1,1
14:11:02,1,0
14:33:33,1,1
14:38:33,1,0
14:50:03,1,1
14:54:03,1,0
14:56:35,1,1
14:58:33,1,0
15:33:03,1,1
15:43:34,1,0
15:51:04,1,1
15:59:32,1,0
16:03:39,1,1
16:05:05,1,0
16:08:03,1,1
16:10:32,1,0
16:14:33,2,1
16:16:39,1,1
16:28:03,1,0
16:30:34,1,1
16:31:03,1,0
16:51:37,2,0
16:52:04,1,1
16:56:33,1,0
16:57:37,1,1
17:01:33,1,0
17:02:33,1,1
17:07:03,1,0
17:10:04,1,1
17:16:04,1,0
17:18:32,1,1
17:19:33,1,0
17:44:33,1,1
17:49:33,1,0
18:06:35,1,1
18:26:06,1,0
18:36:04,1,1
18:40:03,1,0
18:45:03,1,1
18:55:03,1,0
19:18:35,1,1
19:59:33,1,0
