5,0.0,0.038,0.0,0.0
10,0.0,0.038,0.0,0.0
15,0.0,0.038,0.0,0.0
20,0.0,0.038,0.0,0.0
25,0.0,0.038,0.0,0.0
30,0.0,0.038,0.0,0.0
35,0.0,0.038,0.0,0.0
40,0.0,0.038,0.0,0.0
45,0.0,0.038,0.0,0.0
50,0.0,0.038,0.0,0.0
55,0.0,0.038,0.0,0.0
60,0.0,0.038,0.0,0.0
65,0.0,0.038,0.0,0.0
70,0.0,0.038,0.0,0.0
75,0.0,0.038,0.0,0.0
80,0.0,0.038,0.0,0.0
85,0.0,0.038,0.0,0.0
90,0.0,0.038,0.0,0.0
95,0.0,0.038,0.0,0.0
100,0.0,0.038,0.0,0.0
105,0.0,0.038,0.0,0.0
110,0.0,0.038,0.0,0.0
115,0.0,0.038,0.0,0.0
120,0.0,0.038,0.0,0.0
125,0.0,0.038,0.0,0.0
130,0.0,0.038,0.0,0.0
135,0.0,0.038,0.0,0.0
140,0.0,0.038,0.0,0.0
145,0.0,0.038,0.0,0.0
150,0.0,0.038,0.0,0.0
155,0.0,0.038,0.0,0.0
160,0.0,0.038,0.0,0.0
165,0.0,0.038,0.0,0.0
170,0.0,0.038,0.0,0.0
175,0.0,0.038,0.0,0.0
180,0.0,0.038,0.0,0.0
185,0.0,0.038,0.0,0.0
190,0.0,0.038,0.0,0.0
195,0.0,0.038,0.0,0.0
200,0.0,0.038,0.0,0.0
205,0.0,0.038,0.0,0.0
210,0.0,0.038,0.0,0.0
215,0.0,0.038,0.0,0.0
220,0.0,0.038,0.0,0.0
225,0.0,0.038,0.0,0.0
230,0.0,0.038,0.0,0.0
235,0.0,0.038,0.0,0.0
240,0.0,0.038,0.0,0.0
245,0.0,0.038,0.0,0.0
250,0.0,0.038,0.0,0.0
255,0.0,0.038,0.0,0.0
260,0.0,0.038,0.0,0.0
265,0.0,0.038,0.0,0.0
270,0.0,0.038,0.0,0.0
275,0.0,0.038,0.0,0.0
280,0.0,0.038,0.0,0.0
285,0.0,0.038,0.0,0.0
290,0.0,0.038,0.0,0.0
295,0.0,0.038,0.0,0.0
300,0.0,0.038,0.0,0.0
305,0.0,0.038,0.0,0.0
310,0.0,0.038,0.0,0.0
315,0.0,0.038,0.0,0.0
320,0.0,0.038,0.0,0.0
325,0.0,0.038,0.0,0.0
330,0.0,0.038,0.0,0.0
335,0.0,0.038,0.0,0.0
340,0.0,0.038,0.0,0.0
345,0.0,0.038,0.0,0.0
350,0.0,0.038,0.0,0.0
355,0.0,0.038,0.0,0.0
360,0.0,0.038,0.0,0.0
365,0.0,0.038,0.0,0.0
370,0.0,0.038,0.0,0.0
375,0.0,0.038,0.0,0.0
380,0.0,0.038,0.0,0.0
385,0.0,0.038,0.0,0.0
390,0.0,0.038,0.0,0.0
395,0.0,0.038,0.0,0.0
400,0.0,0.038,0.0,0.0
405,0.01,0.038,0.0,0.0
410,0.02,0.038,0.0,0.0
415,0.03,0.038,0.0,0.0
420,0.04,0.038,0.0,0.0
425,0.05,0.038,0.0,0.0
430,0.06,0.038,0.0,0.0
435,0.07,0.038,0.0,0.0
440,0.08,0.038,0.0,0.0
445,0.09,0.038,0.0,0.0
450,0.1,0.038,0.0,0.0
455,0.10625,0.038,0.0,0.0
460,0.1125,0.038,0.0,0.0
465,0.10875,0.038,0.0,0.0
470,0.105,0.038,0.0,0.0
475,0.10125,0.038,0.0,0.0
480,0.0975,0.038,0.0,0.0
485,0.09375,0.038,0.0,0.0
490,0.09,0.038,0.0,0.0
495,0.09667,0.038,0.0,0.0
500,0.10333,0.038,0.0,0.0
505,0.10167,0.038,0.0,0.0
510,0.1,0.038,0.0,0.0
515,0.10208,0.038,0.0,0.0
520,0.10417,0.038,0.0,0.0
525,0.10625,0.038,0.0,0.0
530,0.10833,0.038,0.0,0.0
535,0.11042,0.038,0.0,0.0
540,0.1125,0.038,0.0,0.0
545,0.11458,0.038,0.01655,0.0
550,0.11667,0.038,0.03333,0.0
555,0.10208,0.038,0.03333,0.0
560,0.0875,0.038,0.03333,0.0
565,0.08125,0.038,0.03333,0.0
570,0.075,0.038,0.03333,0.0
575,0.06875,0.038,0.03333,0.0
580,0.0625,0.038,0.03333,0.0
585,0.05625,0.038,0.03333,0.0
590,0.05,0.038,0.03333,0.0
595,0.05417,0.038,0.03333,0.0
600,0.05833,0.038,0.03333,0.0
605,0.0625,0.038,0.01678,0.0
610,0.06667,0.038,0.0,0.0
615,0.07292,0.038,0.0,0.0
620,0.07917,0.038,0.0,0.0
625,0.08542,0.038,0.0,0.0
630,0.09167,0.038,0.0,0.0
635,0.09792,0.038,0.0,0.0
640,0.10417,0.038,0.0,0.0
645,0.11042,0.038,0.0,0.0
650,0.11667,0.038,0.0,0.0
655,0.1125,0.038,0.0,0.0
660,0.10833,0.038,0.0,0.0
665,0.10417,0.07442,0.0,0.0
670,0.1,0.11083,0.0,0.0
675,0.09167,0.14725,0.0,0.0
680,0.08333,0.18367,0.0,0.0
685,0.075,0.22008,0.0,0.0
690,0.06667,0.2565,0.0,0.0
695,0.0625,0.29292,0.0,0.0
700,0.05833,0.32933,0.0,0.0
705,0.05417,0.33807,0.0,0.0
710,0.05,0.34681,0.0,0.0
715,0.05,0.35555,0.0,0.0
720,0.05,0.36429,0.0,0.0
725,0.05417,0.33661,0.0,0.0
730,0.05833,0.30893,0.0,0.0
735,0.07083,0.28125,0.0,0.0
740,0.08333,0.25357,0.0,0.0
745,0.08889,0.22589,0.0,0.0
750,0.09444,0.19821,0.0,0.0
755,0.09583,0.17054,0.0,0.0
760,0.09722,0.14286,0.0,0.0
765,0.09861,0.14286,0.0,0.0
770,0.1,0.14286,0.0,0.0
775,0.10833,0.14286,0.0,0.0
780,0.11667,0.14286,0.0,0.0
785,0.11083,0.14286,0.0,0.0
790,0.105,0.14286,0.0,0.0
795,0.09917,0.14286,0.0,0.0
800,0.09333,0.14286,0.0,0.0
805,0.09444,0.14286,0.0,0.0
810,0.09556,0.14286,0.0,0.0
815,0.09667,0.14286,0.0,0.0
820,0.09778,0.14286,0.0,0.0
825,0.09889,0.14286,0.0,0.0
830,0.1,0.14286,0.0,0.0
835,0.08958,0.14286,0.0,0.0
840,0.07917,0.14286,0.0,0.0
845,0.07875,0.14373,0.0,0.0
850,0.07833,0.1446,0.0,0.0
855,0.07792,0.14548,0.0,0.0
860,0.0775,0.14635,0.0,0.0
865,0.07708,0.14722,0.0,0.0
870,0.07667,0.1481,0.0,0.0
875,0.08111,0.14897,0.0,0.0
880,0.08556,0.14984,0.0,0.0
885,0.09,0.15071,0.0,0.0
890,0.09444,0.15159,0.0,0.0
895,0.09931,0.15246,0.0,0.0
900,0.10417,0.15333,0.0,0.0
905,0.10458,0.15333,0.0,0.0
910,0.105,0.15333,0.0,0.0
915,0.10542,0.15333,0.0,0.0
920,0.10583,0.15333,0.0,0.0
925,0.10625,0.15333,0.0,0.0
930,0.10667,0.15333,0.0,0.0
935,0.10222,0.15333,0.0,0.0
940,0.09778,0.15333,0.0,0.0
945,0.09333,0.15333,0.0,0.0
950,0.08889,0.15333,0.0,0.0
955,0.08611,0.15333,0.0,0.0
960,0.08333,0.15333,0.0,0.0
965,0.08222,0.15333,0.0,0.0
970,0.08111,0.15333,0.0,0.0
975,0.08,0.15333,0.0,0.0
980,0.07889,0.15333,0.0,0.0
985,0.07778,0.15333,0.0,0.0
990,0.07667,0.15333,0.0,0.0
995,0.08111,0.16972,0.0,0.0
1000,0.08556,0.18611,0.0,0.0
1005,0.09,0.2025,0.0,0.0
1010,0.09444,0.21889,0.0,0.0
1015,0.09722,0.20611,0.0,0.0
1020,0.1,0.19333,0.0,0.0
1025,0.11111,0.18056,0.0,0.0
1030,0.12222,0.16778,0.0,0.0
1035,0.13333,0.155,0.0,0.0
1040,0.14444,0.14222,0.0,0.0
1045,0.13889,0.12944,0.0,0.0
1050,0.13333,0.11667,0.0,0.0
1055,0.12222,0.0875,0.0,0.0
1060,0.11111,0.05833,0.0,0.0
1065,0.1,0.02917,0.0,0.0
1070,0.08889,0.0,0.0,0.0
1075,0.07778,0.0,0.0,0.0
1080,0.06667,0.0,0.0,0.0
1085,0.05,0.0,0.0,0.0
1090,0.03333,0.0,0.0,0.0
1095,0.01667,0.0,0.0,0.0
1100,0.0,0.0,0.0,0.0
1105,0.0,0.0,0.0,0.0
1110,0.0,0.0,0.0,0.0
1115,0.0,0.0,0.0,0.0
1120,0.0,0.0,0.0,0.0
1125,0.0,0.0,0.0,0.0
1130,0.0,0.0,0.0,0.0
1135,0.0,0.0,0.0,0.0
1140,0.0,0.0,0.0,0.0
1145,0.0,0.0,0.0,0.0
1150,0.0,0.0,0.0,0.0
1155,0.0,0.0,0.0,0.0
1160,0.0,0.0,0.0,0.0
1165,0.0,0.0,0.0,0.0
1170,0.0,0.0,0.0,0.0
1175,0.0,0.0,0.0,0.0
1180,0.0,0.0,0.0,0.0
1185,0.0,0.0,0.0,0.0
1190,0.0,0.0,0.0,0.0
1195,0.0,0.0,0.0,0.0
1200,0.0,0.0,0.0,0.0
1205,0.0,0.0,0.0,0.0
1210,0.0,0.0,0.0,0.0
1215,0.0,0.0,0.0,0.0
1220,0.0,0.0,0.0,0.0
1225,0.0,0.0,0.0,0.0
1230,0.0,0.0,0.0,0.0
1235,0.0,0.0,0.0,0.0
1240,0.0,0.0,0.0,0.0
1245,0.0,0.0,0.0,0.0
1250,0.0,0.0,0.0,0.0
1255,0.0,0.0,0.0,0.0
1260,0.0,0.0,0.0,0.0
1265,0.0,0.0,0.0,0.0
1270,0.0,0.0,0.0,0.0
1275,0.0,0.0,0.0,0.0
1280,0.0,0.0,0.0,0.0
1285,0.0,0.0,0.0,0.0
1290,0.0,0.0,0.0,0.0
1295,0.0,0.0,0.0,0.0
1300,0.0,0.0,0.0,0.0
1305,0.0,0.0,0.0,0.0
1310,0.0,0.0,0.0,0.0
1315,0.0,0.0,0.0,0.0
1320,0.0,0.0,0.0,0.0
1325,0.0,0.0,0.0,0.0
1330,0.0,0.0,0.0,0.0
1335,0.0,0.0,0.0,0.0
1340,0.0,0.0,0.0,0.0
1345,0.0,0.0,0.0,0.0
1350,0.0,0.0,0.0,0.0
1355,0.0,0.0,0.0,0.0
1360,0.0,0.0,0.0,0.0
1365,0.0,0.0,0.0,0.0
1370,0.0,0.0,0.0,0.0
1375,0.0,0.0,0.0,0.0
1380,0.0,0.0,0.0,0.0
1385,0.0,0.0,0.0,0.0
1390,0.0,0.0,0.0,0.0
1395,0.0,0.0,0.0,0.0
1400,0.0,0.0,0.0,0.0
1405,0.0,0.0,0.0,0.0
1410,0.0,0.0,0.0,0.0
1415,0.0,0.0,0.0,0.0
1420,0.0,0.0,0.0,0.0
1425,0.0,0.0,0.0,0.0
1430,0.0,0.0,0.0,0.0
1435,0.0,0.0,0.0,0.0
