2023,11,8,0,17,1,1699399021,21.0
2023,11,8,1,37,0,1699403820,21.0
2023,11,8,5,7,0,1699416420,21.0
2023,11,8,5,17,0,1699417020,21.0
2023,11,8,8,7,1,1699427221,21.0
2023,11,8,8,8,0,1699427280,21.0
2023,11,8,8,9,30,1699427370,21.0
2023,11,8,8,10,30,1699427430,21.0
2023,11,8,9,22,1,1699431721,20.3
2023,11,8,9,25,30,1699431930,20.3
2023,11,8,9,28,1,1699432081,20.3
2023,11,8,10,7,0,1699434420,20.3
2023,11,8,10,16,30,1699434990,20.3
2023,11,8,10,24,30,1699435470,21.0
2023,11,8,11,38,30,1699439910,21.0
2023,11,8,11,39,0,1699439940,20.9
2023,11,8,11,51,30,1699440690,20.9
2023,11,8,13,36,0,1699446960,20.9
2023,11,8,14,1,1,1699448461,20.9
2023,11,8,18,49,31,1699465771,20.9
2023,11,8,18,51,30,1699465890,20.9
2023,11,8,20,47,2,1699472822,20.2
2023,11,8,20,53,31,1699473211,20.3
2023,11,8,21,39,30,1699475970,20.3
2023,11,8,21,40,0,1699476000,20.3
2023,11,8,21,41,0,1699476060,20.3
2023,11,8,21,56,1,1699476961,20.3
2023,11,8,21,56,30,1699476990,20.3
2023,11,8,21,59,31,1699477171,20.3
2023,11,8,22,0,30,1699477230,20.3
2023,11,8,22,2,30,1699477350,20.3
2023,11,8,22,7,30,1699477650,20.3
2023,11,8,22,8,31,1699477711,20.3
2023,11,8,22,18,1,1699478281,20.3
2023,11,8,22,20,30,1699478430,20.3
2023,11,8,22,27,30,1699478850,20.3
2023,11,8,22,31,4,1699479064,20.3
2023,11,8,22,33,0,1699479180,20.3
2023,11,8,22,33,30,1699479210,20.3
2023,11,8,22,34,1,1699479241,20.3
2023,11,8,22,35,0,1699479300,20.3
2023,11,8,22,35,30,1699479330,20.3
2023,11,8,22,36,30,1699479390,20.3
2023,11,8,22,37,0,1699479420,20.3
2023,11,8,22,38,0,1699479480,20.3
2023,11,8,22,39,0,1699479540,20.3
2023,11,8,22,39,30,1699479570,20.3
2023,11,8,22,40,30,1699479630,20.3
2023,11,8,22,41,0,1699479660,20.3
2023,11,8,22,43,0,1699479780,20.3
2023,11,8,22,43,31,1699479811,20.3
2023,11,8,22,45,0,1699479900,20.3
2023,11,8,22,45,30,1699479930,20.3
